P32_ALL,DIFFRACTION_ALL,INVERSION_AI,FAULTS,VREZY,TOLSCHI,FUNDAMENT,PROVODKA,DH_B_R0,DIFFRACTION_ALL_SM,MAX_DIFFRACTION,MIN_DIFFRACTION,STACK_MINUS_MAX_DIFFRACTION,STACK_MINUS_MIN_DIFFRACTION,STACK_MULT_MAX_DIFFRACTION,STACK_MULT_MIN_DIFFRACTION,PERV,INVERSION_AI_COLL,THICKNESS_R0_R4,RMS_AMPLITUDE,FAULTS_PROBABILITY,FAULTS_AND_FAULTS_PROBABILITY,WELL
,1.1034876108,18200.75,1326.5709229,3378.779541,396.46862793,11883.947266,93.743339539,194.76446533,1.589381814,2.7374539375,0.2723842859,6.0595965385,8.5246658325,3.1191220284,0.2989145815,10.073181152,18191.234375,320.4921875,391013.4375,96.874328613,96.874328613,3
,1.1673260927,18182.328125,1330.7050781,3388.5029297,398.00680542,11888.206055,93.849807739,194.57632446,1.5896649361,2.8205411434,0.2767813802,6.4560980797,8.9998579025,3.3609874249,0.3212344646,10.049946785,18165.470703,320.99078369,351671.59375,91.65839386,91.65839386,3
,1.3510425091,18163.011719,1334.8209229,3398.2553711,398.97790527,11892.365234,93.892173767,194.39619446,1.5923663378,3.0082714558,0.244128257,7.7433314323,10.507474899,4.2259268761,0.3083812296,9.9997444153,18140.552734,321.45471191,332478.15625,86.263504028,86.263504028,3
,1.6090726852,18148.855469,1338.9952393,3408.0056152,399.59362793,11896.532227,93.933731079,194.22673035,1.596364975,3.2929148674,0.1832675785,9.544801712,12.654448509,5.4788365364,0.2682933211,9.9323682785,18122.433594,321.88449097,342467.0625,80.670883179,80.670883179,3
,1.864014864,18118.199219,1343.0495605,3417.7854004,400.35284424,11900.567383,93.870803833,194.04981995,1.6010667086,3.6001684666,0.14043428,11.294306755,14.754039764,6.7474384308,0.2696262896,9.8607292175,18088.179688,322.31491089,315016.21875,75.314819336,75.314819336,3
,2.0869171619,18059.552734,1347.144165,3427.6005859,401.36260986,11904.513672,93.695404053,193.88511658,1.6081641912,3.9157705307,0.293654561,12.778532028,16.400648117,8.3264217377,0.6670990586,9.7784748077,18028.546875,322.5335083,239957.98438,71.105522156,71.105522156,3
,2.3140830994,17993.714844,1351.1884766,3437.4248047,402.41897583,11908.414063,93.481231689,193.71723938,1.6154692173,4.2795305252,0.4518768191,14.243180275,18.070835114,9.994887352,1.0771063566,9.694642067,17961.888672,322.75457764,162637.4375,66.889907837,66.889907837,3
,2.3570125103,17934.224609,1355.3121338,3447.2607422,403.58642578,11912.304688,93.244865417,193.56562805,1.6234164238,4.3222436905,0.5010496974,14.534993172,18.356185913,10.205241203,1.1845443249,9.6138648987,17902.736328,322.94174194,98759.546875,63.787761688,63.787761688,3
,2.2726664543,17879.064453,1359.4736328,3457.1074219,404.84411621,11916.174805,92.994941711,193.42349243,1.6318522692,4.1325669289,0.4547690451,14.032079697,17.709877014,9.4049892426,1.0402898788,9.535279274,17848.917969,323.1015625,48983.113281,61.440876007,61.440876007,3
,2.1807968616,17821.060547,1363.5905762,3466.9626465,406.16195679,11919.992188,92.726425171,193.28060913,1.6404944658,3.9645419121,0.3801801801,13.453258514,17.037618637,8.6316070557,0.8372981548,9.4558944702,17792.417969,323.2593689,14307.748047,58.937297821,58.937297821,3
,2.03003335,17769.539063,1367.8494873,3476.8085938,407.49993896,11923.833008,92.430618286,193.17341614,1.6491720676,3.9139111042,0.277949959,12.323410988,15.959371567,7.9485077858,0.5897341967,9.3873109818,17745.160156,323.2862854,16.504638672,54.720851898,54.720851898,3
,1.8980804682,17729.716797,1371.9814453,3486.6796875,408.97473145,11927.546875,92.238494873,193.05657959,1.6579961777,3.862827301,0.1994538307,11.34301281,15.006385803,7.3400096893,0.3986553848,9.3177623749,17708.966797,323.31997681,8012.2480469,50.65782547,50.65782547,3
,1.8093780279,17696.388672,1376.1873779,3496.5490723,410.47961426,11931.253906,92.063308716,192.93930054,1.666690588,3.8497040272,0.1569336802,10.645925522,14.33869648,6.9695444107,0.3039014041,9.2525653839,17679.445313,323.28570557,31997.974609,45.128192902,45.128192902,3
,1.7375075817,17678.570313,1380.4080811,3506.425293,412.04592896,11934.916992,91.987754822,192.81996155,1.6751950979,3.8773949146,0.1321202815,10.027659416,13.77293396,6.7408604622,0.2555845976,9.1910324097,17665.322266,323.19903564,59496.273438,38.62096405,38.62096405,3
,1.6809670925,17670.519531,1384.5985107,3516.3115234,413.65768433,11938.540039,91.992256165,192.70144653,1.6835870743,3.9272007942,0.1197506189,9.5143318176,13.321782112,6.6178297997,0.2305647433,9.1313257217,17660.59375,323.11108398,83754.226563,32.274963379,32.274963379,3
,1.816811204,17671.84375,1388.9243164,3526.2131348,415.27264404,11942.174805,91.973655701,192.61628723,1.6913568974,4.1293649673,0.2276124805,10.416152,14.317905426,7.5571770668,0.4513573349,9.0958995819,17664.123047,322.9112854,99019.695313,26.893169403,26.893169403,3
,1.9472442865,17682.583984,1393.234375,3536.1162109,416.90246582,11945.794922,92.053833008,192.52914429,1.6989833117,4.321952343,0.3276866972,11.283782959,15.278048515,8.4562730789,0.656383574,9.0611591339,17676.878906,322.71542358,102109.17188,21.603998184,21.603998184,3
,2.0649120808,17691.833984,1397.6298828,3546.0146484,418.53225708,11949.429688,92.13483429,192.43544006,1.7056657076,4.2120289803,0.3286184072,12.335904121,16.219314575,8.6757516861,0.6702048779,9.0081911087,17688.160156,322.42178345,105945.48438,17.990013123,17.990013123,3
,2.1724915504,17700.742188,1402.1314697,3555.9035645,420.11157227,11953.12207,92.230178833,192.33984375,1.7115666866,3.8894891739,0.2653965056,13.508272171,17.13236618,8.4152488708,0.5601381063,8.9413394928,17699.148438,322.04220581,108703.20313,15.640910149,15.640910149,3
,2.2667098045,17709.234375,1406.6694336,3565.7890625,421.66119385,11956.842773,92.336273193,192.24467468,1.7172145844,3.6005249023,0.2457458675,14.54034996,17.89512825,8.1765909195,0.5495309234,8.8738498688,17709.619141,321.66186523,111292.28125,13.612679482,13.612679482,3
,2.272788763,17724.074219,1411.3320313,3575.6826172,423.21929932,11960.567383,92.45098114,192.14529419,1.7204294205,3.6450781822,0.6640325189,14.541276932,17.522321701,8.3124332428,1.5602252483,8.7991867065,17724.40625,321.27746582,114450.42969,13.488598824,13.488598824,3
,2.2773690224,17737.029297,1415.9648438,3585.5810547,424.80773926,11964.263672,92.563072205,192.04345703,1.723736167,3.6811451912,1.0661180019,14.53909874,17.154127121,8.4238853455,2.5284564495,8.7239027023,17737.255859,320.89468384,118378.77344,13.525145531,13.525145531,3
,2.2156941891,17752.246094,1420.6784668,3595.4733887,426.39611816,11967.970703,92.679649353,191.92977905,1.7253059149,3.6029856205,1.0604051352,14.118951797,16.661531448,8.0287809372,2.4780430794,8.6565761566,17751.119141,320.493927,130752.73438,15.614216805,15.614216805,3
,2.1116147041,17768.78125,1425.3634033,3605.3754883,428.081604,11971.594727,92.796440125,191.80200195,1.7257885933,3.4578990936,0.7744811773,13.424095154,16.107513428,7.3215427399,1.7338088751,8.5950012207,17765.220703,320.08154297,152072.21875,19.075788498,19.075788498,3
,2.0093872547,17783.757813,1430.0413818,3615.2810059,429.77944946,11975.204102,92.911262512,191.67358398,1.7261211872,3.328492403,0.5080528855,12.728111267,15.548549652,6.6617941856,1.0449016094,8.5355434418,17777.728516,319.66558838,175834.92188,22.525140762,22.525140762,3
,1.8945103884,17796.111328,1434.8424072,3625.2016602,431.40872192,11978.827148,93.009002686,191.55319214,1.7240450382,3.245141983,0.4199613035,11.888757706,14.713938713,6.1364545822,0.8215373755,8.5155773163,17787.357422,319.13998413,211484.125,25.712581635,25.712581635,3
,1.7837069035,17806.865234,1439.6365967,3635.1228027,433.0383606,11982.445313,93.123245239,191.4317627,1.721975565,3.1509873867,0.339804709,11.092928886,13.904111862,5.6049962044,0.6151055694,8.4954366684,17795.550781,318.61410522,247637.78125,28.788978577,28.788978577,3
,1.6968209743,17812.386719,1444.5101318,3645.0383301,434.25796509,11986.073242,93.24193573,191.29838562,1.7185052633,3.1384935379,0.3389830887,10.397482872,13.196992874,5.2860360146,0.5910879374,8.484670639,17798.488281,318.06573486,293063.96875,29.659761429,29.659761429,3
,1.6274561882,17813.011719,1449.5003662,3654.9411621,435.11819458,11989.772461,93.389167786,191.15989685,1.7138775587,3.1886096001,0.3989472985,9.7719917297,12.561654091,5.1291732788,0.702311337,8.4816856384,17796.675781,317.49603271,343501.71875,28.868780136,28.868780136,3
,1.5728430748,17811.601563,1454.4986572,3664.8444824,435.93609619,11993.473633,93.538604736,191.02000427,1.7090882063,3.2384521961,0.4637158215,9.2677001953,12.0424366,5.0255470276,0.8191590905,8.478521347,17792.949219,316.92630005,397718.53125,27.835700989,27.835700989,3
,1.6675373316,17804.396484,1459.6455078,3674.7424316,436.12200928,11997.222656,93.648544312,190.86831665,1.7021768093,3.2991147041,0.5013724566,9.9937448502,12.79148674,5.4764518738,0.8791707158,8.4785327911,17783.677734,316.33752441,454215.03125,25.496829987,25.496829987,3
,1.7563138008,17797.816406,1464.8087158,3684.6386719,436.28128052,12000.991211,93.722312927,190.71621704,1.6953034401,3.3608121872,0.5391824841,10.67134285,13.492972374,5.9080762863,0.9391099215,8.4777507782,17774.771484,315.74914551,522855.3125,23.083919525,23.083919525,3
,1.8184407949,17788.421875,1470.0505371,3694.5361328,435.76208496,12004.77832,93.801254272,190.56134033,1.6873300076,3.4842932224,0.5189426541,11.037556648,14.002907753,6.3646278381,0.9279466271,8.4744434357,17763.613281,315.12109375,570554.875,20.074451447,20.074451447,3
,1.8608285189,17778.960938,1475.3693848,3704.4304199,434.72241211,12008.599609,93.839126587,190.40419006,1.678588748,3.6507222652,0.4412148595,11.175803185,14.385310173,6.8316836357,0.8376985788,8.4686317444,17752.433594,314.45736694,608433.3125,16.733983994,16.733983994,3
,1.8959577084,17769.132813,1480.6948242,3714.324707,433.65246582,12012.421875,93.880020142,190.24557495,1.669752717,3.8015620708,0.3518305123,11.273535728,14.723267555,7.2385454178,0.7194623351,8.4608745575,17740.992188,313.79370117,644076.875,13.720283508,13.720283508,3
,1.8913006783,17760.847656,1486.2269287,3724.2092285,432.08309937,12016.358398,93.841720581,190.10227966,1.6595227718,3.8106343746,0.3492669463,11.217213631,14.678581238,7.204641819,0.6827816963,8.4253730774,17731.710938,313.12115479,634020.1875,13.569486618,13.569486618,3
,1.8919588327,17752.962891,1491.7780762,3734.0891113,430.4871521,12020.319336,93.791244507,189.95658875,1.6492955685,3.838889122,0.367177248,11.187330246,14.659041405,7.2281398773,0.6866024137,8.3889799118,17722.626953,312.45126343,626416.0,13.683540344,13.683540344,3
,1.9011888504,17741.550781,1497.4038086,3743.9648438,428.7293396,12024.300781,93.762008667,189.82489014,1.6384246349,3.6280133724,0.4188272953,11.486052513,14.695238113,6.8591580391,0.7763097882,8.3558540344,17711.566406,311.78619385,579838.8125,16.03421402,16.03421402,3
,1.9135792255,17726.011719,1503.0908203,3753.8376465,426.8421936,12028.305664,93.75062561,189.70298767,1.6270513535,3.2053487301,0.482181251,12.038194656,14.761362076,6.1241436005,0.9039555788,8.3253850937,17697.966797,311.12594604,501742.90625,20.083026886,20.083026886,3
,1.9201271534,17708.830078,1508.7823486,3763.7109375,424.95449829,12032.311523,93.740242004,189.58137512,1.6156255007,2.7947893143,0.5323291421,12.533751488,14.796211243,5.3942885399,1.0072145462,8.2933158875,17682.947266,310.46954346,426431.8125,24.338113785,24.338113785,3
,1.8448097706,17692.576172,1514.6090088,3773.581543,423.03363037,12036.361328,93.719726563,189.51330566,1.6033717394,2.9238476753,0.4322604835,11.824006081,14.315593719,5.3953404427,0.8301742673,8.2395133972,17668.617188,309.80975342,320130.375,28.886552811,28.886552811,3
,1.7609527111,17674.683594,1520.432251,3783.4536133,421.11236572,12040.412109,93.698997498,189.44319153,1.5911233425,3.0753283501,0.3116870224,11.021906853,13.78554821,5.4114151001,0.6126880646,8.1852197647,17652.595703,309.1505127,227737.0,33.496883392,33.496883392,3
,1.7281039953,17655.076172,1526.3374023,3793.3188477,419.16418457,12044.494141,93.667869568,189.43719482,1.578443408,3.1032545567,0.3013651371,10.707520485,13.509409904,5.3559031487,0.5722283721,8.1256322861,17635.931641,308.49859619,141191.57813,38.596630096,38.596630096,3
,1.7436308861,17633.607422,1532.3043213,3803.1772461,417.19723511,12048.599609,93.632705688,189.47773743,1.5654337406,3.0207660198,0.4024466574,10.856865883,13.475185394,5.2458496094,0.7177265882,8.0614051819,17618.652344,307.85348511,68904.085938,44.007530212,44.007530212,3
,1.7555373907,17610.339844,1538.2668457,3813.0373535,415.23678589,12052.698242,93.601165771,189.51544189,1.5524461269,2.9356539249,0.5132104158,10.983452797,13.405896187,5.1248297691,0.879837513,7.9955644608,17599.880859,307.20944214,22007.361328,49.471138,49.471138,3
,1.6294213533,17589.896484,1544.2805176,3822.9208984,413.30377197,12056.756836,93.556716919,189.60467529,1.5395488739,2.8173921108,0.4953332245,10.106573105,12.428631783,4.5919723511,0.7912642956,7.9003896713,17584.513672,306.5965271,1296.5595703,56.648399353,56.648399353,3
,1.5068787336,17568.199219,1550.2904053,3832.8046875,411.37057495,12060.816406,93.514709473,189.68878174,1.5266656876,2.6853899956,0.4777618945,9.2753038406,11.482931137,4.0513920784,0.704180479,7.8055558205,17568.162109,305.98641968,5940.3364258,63.818447113,63.818447113,3
,1.3524148464,17551.462891,1556.2995605,3842.6960449,409.45080566,12064.81543,93.518722534,189.77664185,1.5142476559,2.5903699398,0.3869089484,8.16456604,10.368026733,3.5149023533,0.5402604342,7.6964964867,17555.091797,305.40042114,37821.75,71.112808228,71.112808228,3
,1.1698498726,17539.783203,1562.3344727,3852.5881348,407.50906372,12068.797852,93.532157898,189.86642456,1.5022230148,2.5321471691,0.2317248136,6.7994894981,9.0999126434,2.9886441231,0.3067308962,7.5743336678,17544.802734,304.8374939,96217.890625,78.535110474,78.535110474,3
,0.9973606467,17528.625,1568.3527832,3862.4838867,405.58520508,12072.757813,93.562072754,189.95043945,1.4902648926,2.4757444859,0.0813270807,5.5100860596,7.9045033455,2.4946277142,0.0799768642,7.4520506859,17535.033203,304.27835083,183359.4375,85.941413879,85.941413879,3
,1.0225975513,17525.583984,1574.4396973,3872.3837891,403.57855225,12076.698242,93.638580322,190.01324463,1.4791901112,2.4730687141,0.1288907826,5.7275919914,8.0717697144,2.5550544262,0.1318065822,7.3238754272,17533.439453,303.7784729,289462.3125,93.327720642,93.327720642,3
,1.0472226143,17522.734375,1580.5235596,3882.2841797,401.57266235,12080.639648,93.716079712,190.07293701,1.4681446552,2.4757833481,0.1781213731,5.9316115379,8.2292737961,2.6180858612,0.1852561682,7.1954421997,17532.011719,303.2835083,418725.4375,100.71389771,100.71389771,3
,1.0961717367,17517.984375,1586.6175537,3892.1928711,399.54077148,12084.542969,93.661277771,190.1427002,1.4576838017,2.4862771034,0.2110560387,6.3158421516,8.5910634995,2.7479639053,0.2306672037,7.0677752495,17527.197266,302.7923584,534581.8125,108.06399536,108.06399536,3
,1.1672711372,17514.701172,1592.7523193,3902.1027832,397.44754028,12088.452148,93.574775696,190.21932983,1.4475485086,2.4995098114,0.2306952477,6.8721246719,9.1409387589,2.9360380173,0.2702113688,6.9406342506,17522.996094,302.30374146,647391.25,115.41182709,115.41182709,3
,1.2386680841,17511.894531,1598.8637695,3912.017334,395.38275146,12092.333008,93.504501343,190.29327393,1.4374798536,2.5139372349,0.2493976057,7.4316926003,9.6962327957,3.1276273727,0.3089288473,6.8147091866,17519.351563,301.81686401,774995.4375,122.73828125,122.73828125,3
,1.2800889015,17514.544922,1605.0100098,3921.951416,393.29162598,12096.192383,93.429428101,190.35263062,1.4285407066,2.4756207466,0.2515958548,7.8246884346,10.048713684,3.1943588257,0.3255917728,6.7235116959,17521.601563,301.31616211,905847.0,130.03936768,130.03936768,3
,1.3200086355,17517.236328,1611.1557617,3931.8864746,391.2008667,12100.050781,93.35508728,190.4105835,1.4196013212,2.4232988358,0.2504793704,8.2209072113,10.393727303,3.2364087105,0.3369325101,6.6324214935,17523.935547,300.81634521,1047499.25,137.34043884,137.34043884,3
,1.3208696842,17521.285156,1617.3701172,3941.8081055,389.02581787,12103.988281,93.19379425,190.47686768,1.4117850065,2.482708931,0.2014919817,8.1804962158,10.461713791,3.3195221424,0.2748946548,6.5490641594,17527.117188,300.28927612,1180686.25,144.69050598,144.69050598,3
,1.2898732424,17526.96875,1623.6087646,3951.7241211,386.8215332,12107.949219,92.959320068,190.55130005,1.4049466848,2.6402540207,0.1139939651,7.7755184174,10.30177784,3.4449999332,0.1548024863,6.4731407166,17531.394531,299.73461914,1302301.125,152.05267334,152.05267334,3
,1.2664651871,17537.328125,1629.8071289,3961.6450195,384.66665649,12111.865234,92.858360291,190.62283325,1.3983099461,2.8199584484,0.0342012383,7.4076275826,10.193385124,3.6196255684,0.046292197,6.3965072632,17540.736328,299.18438721,1454476.875,159.37962341,159.37962341,3
,1.2590203285,17552.46875,1635.9920654,3971.5563965,382.53005981,12115.782227,92.880691528,190.62858582,1.3944334984,3.2126595974,0.0691298842,6.9410643578,10.084593773,4.091070652,0.0892219618,6.3091607094,17555.210938,298.70141602,1570232.625,166.69354248,166.69354248,3
,1.2564513683,17568.492188,1642.1331787,3981.4741211,380.44714355,12119.648438,92.949371338,190.63824463,1.3907392025,3.601651907,0.1044535115,6.5175156593,10.014714241,4.5824952126,0.1330735832,6.2218446732,17570.515625,298.21664429,1694736.125,173.96931458,173.96931458,3
,1.2711311579,17591.816406,1648.1779785,3991.4067383,378.48266602,12123.410156,93.052474976,190.6887207,1.388733387,3.9167814255,0.1083271429,6.3048648834,10.113319397,5.0396432877,0.1385002136,6.1331825256,17593.439453,297.71182251,1818405.5,181.16091919,181.16091919,3
,1.2886706591,17618.775391,1654.2227783,4001.3417969,376.51821899,12127.176758,93.096939087,190.76727295,1.38804245,4.152680397,0.0823189095,6.1934089661,10.263770103,5.399251461,0.1049350277,6.0432963371,17620.158203,297.19177246,1923317.25,188.35253906,188.35253906,3
,1.2984563112,17641.556641,1660.2410889,4011.2839355,374.58795166,12130.912109,93.005592346,190.84715271,1.387414217,4.3653683662,0.0557619669,6.0436105728,10.353217125,5.7005052567,0.0694752559,5.954638958,17642.421875,296.6708374,2004326.25,195.43583679,195.43583679,3
,1.3705155849,17680.847656,1666.2558594,4021.2426758,372.66137695,12134.666016,92.891319275,190.91474915,1.3889747858,4.4075880051,0.0799533725,6.5683569908,10.895992279,6.0645837784,0.1102195755,5.8645267487,17681.615234,296.16384888,2063454.0,200.53791809,200.53791809,3
,1.4366463423,17718.863281,1672.3131104,4031.1962891,370.68289185,12138.46875,92.728630066,190.97859192,1.3904702663,4.4439778328,0.1049092188,7.0514392853,11.390507698,6.3939814568,0.1517556459,5.7747597694,17719.492188,295.65966797,2115426.75,205.68730164,205.68730164,3
,1.4725728035,17760.888672,1678.4072266,4041.1447754,368.65945435,12142.0625,92.476295471,191.02534485,1.393499136,4.3674325943,0.1101534516,7.4101018906,11.667381287,6.4298667908,0.1624308378,5.7141647339,17761.375,295.17739868,2152956.5,208.20782471,208.20782471,3
,1.4855999947,17807.544922,1684.5157471,4051.0913086,366.61862183,12145.428711,92.175071716,191.0597229,1.3978900909,4.1999621391,0.099151209,7.6801214218,11.780932426,6.23640728,0.147622481,5.6804113388,17807.919922,294.71548462,2181468.75,208.4980011,208.4980011,3
,1.49985075,17853.857422,1690.7227783,4061.0227051,364.45687866,12148.646484,91.815040588,191.08731079,1.4022146463,4.0377163887,0.0888833702,7.9547767639,11.903610229,6.0557565689,0.134003073,5.6470589638,17854.09375,294.25958252,2201118.5,208.79396057,208.79396057,3
,1.4940481186,17894.763672,1696.9492188,4070.9365234,362.2951355,12147.332031,91.46333313,191.121521,1.4102681875,3.8449075222,0.0846199244,8.0984344482,11.858721733,5.7504873276,0.1297488362,5.6116957664,17894.845703,293.83847046,2141728.25,206.15927124,206.15927124,3
,1.4905849695,17935.886719,1703.21875,4080.8435059,360.07846069,12146.057617,91.171928406,191.1524353,1.4184877872,3.6572973728,0.08378537,8.2556591034,11.829172134,5.4622411728,0.1315718889,5.5764555931,17935.865234,293.41934204,2096798.75,203.59666443,203.59666443,3
,1.5107775927,17967.238281,1709.5427246,4090.7553711,357.83340454,12144.418945,90.87739563,191.16033936,1.4288873672,3.5176718235,0.1670322567,8.5551357269,11.90577507,5.329908371,0.2680515945,5.5519871712,17966.886719,293.00125122,1998094.75,201.22541809,201.22541809,3
,1.550008893,17988.398438,1715.8979492,4100.6733398,355.58151245,12142.408203,90.563041687,191.15029907,1.441113472,3.4200804234,0.3208865523,8.9653921127,12.064586639,5.3286323547,0.5190489888,5.5374245644,17987.507813,292.58618164,1844614.25,198.99604797,198.99604797,3
,1.5853040218,18008.679688,1722.2766113,4110.5874023,353.30166626,12140.168945,90.284294128,191.13766479,1.4536015987,3.3193867207,0.4754195213,9.3465976715,12.190565109,5.3129706383,0.770178318,5.5236201286,18007.369141,292.17541504,1708545.5,196.85887146,196.85887146,3
,1.499148488,18022.646484,1728.7358398,4120.4926758,351.02243042,12132.996094,89.978507996,191.08050537,1.4687911272,2.9729323387,0.5859251618,8.9964141846,11.383420944,4.5563707352,0.868557632,5.5523753166,18020.083984,291.76193237,1435634.25,196.07849121,196.07849121,3
,1.4152312279,18036.482422,1735.2167969,4130.394043,348.71218872,12125.831055,89.580802917,191.02420044,1.4836453199,2.6280221939,0.6874792576,8.6626615524,10.603204727,3.8009097576,0.9545727372,5.5823950768,18032.556641,291.3536377,1166205.375,195.33540344,195.33540344,3
,1.276594758,18058.136719,1741.7473145,4140.3022461,346.39889526,12118.303711,89.16608429,190.94784546,1.499276638,2.3378825188,0.6002607346,7.839325428,9.5769472122,3.0763270855,0.8019079566,5.6428232193,18051.900391,290.95318604,885136.75,195.26379395,195.26379395,3
,1.0875858068,18088.078125,1748.3269043,4150.2148438,344.07479858,12110.470703,88.730865479,190.85232544,1.515562892,2.0848076344,0.3574289382,6.578373909,8.3057527542,2.3596367836,0.4515497386,5.7318949699,18078.5625,290.55950928,607905.8125,195.78179932,195.78179932,3
,0.9010101557,18118.679688,1754.9190674,4160.125,341.73925781,12102.629883,88.271209717,190.754776,1.5318063498,1.8203920126,0.1257006377,5.3487896919,7.0434808731,1.6278589964,0.1133637503,5.8222670555,18105.845703,290.168396,378333.34375,196.35523987,196.35523987,3
,0.8658858538,18177.296875,1761.5925293,4170.0209961,339.56277466,12094.421875,87.81275177,190.60453796,1.5492246151,1.7415709496,0.1265820712,5.175178051,6.7901668549,1.5150127411,0.1111284867,5.9781746864,18158.4375,289.78775024,188754.84375,198.11557007,198.11557007,3
,0.8232965469,18239.611328,1768.2370605,4179.9213867,337.4197998,12086.193359,87.30430603,190.45780945,1.5665031672,1.652869463,0.1260204464,4.9520945549,6.4789433479,1.382060051,0.1066268608,6.1345090866,18214.589844,289.40783691,61263.945313,199.8359375,199.8359375,3
,0.8585131764,18304.320313,1774.9237061,4189.8300781,335.38562012,12077.955078,86.797225952,190.32633972,1.5843236446,1.8294200897,0.1586537063,5.0607252121,6.7314920425,1.6507335901,0.1510626823,6.3145875931,18273.035156,289.03677368,5279.5151367,202.18748474,202.18748474,3
,0.9646343589,18375.908203,1781.6774902,4199.7397461,333.40371704,12069.731445,86.241111755,190.20770264,1.6024478674,2.2414095402,0.2200686634,5.4800066948,7.5013475418,2.2702674866,0.2383843511,6.5184750557,18338.054688,288.68066406,8911.4335938,205.13652039,205.13652039,3
,1.0662989616,18452.109375,1788.4465332,4209.6450195,331.40664673,12061.521484,85.656860352,190.09315491,1.6205195189,2.6446607113,0.2743495405,5.876282692,8.246594429,2.8695218563,0.317222774,6.7235836983,18407.564453,288.33282471,69139.179688,208.12135315,208.12135315,3
,1.1783084869,18519.054688,1795.2984619,4219.5449219,329.98477173,12053.324219,85.074989319,190.06364441,1.6385338306,3.0619382858,0.1791293621,6.3921728134,9.2749814987,3.7622771263,0.2131624818,6.9760699272,18465.916016,287.95199585,151779.25,212.17094421,212.17094421,3
,1.2871607542,18592.402344,1802.1794434,4229.4384766,328.52731323,12045.154297,84.447677612,190.03617859,1.6564924717,3.4653744698,0.0864503607,6.8932476044,10.272172928,4.6051802635,0.1107091159,7.2289190292,18530.542969,287.58093262,266463.71875,216.24317932,216.24317932,3
,1.4055280685,18659.591797,1809.098999,4239.331543,327.42132568,12036.989258,83.827949524,190.05212402,1.6738339663,3.9109008312,0.0419992805,7.437169075,11.306070328,5.7084136009,0.0592178628,7.4943561554,18588.449219,287.23730469,383637.78125,220.76402283,220.76402283,3
,1.5303866863,18722.845703,1816.0981445,4249.2143555,326.56005859,12028.866211,83.187416077,190.10571289,1.6905502081,4.377040863,0.0410561636,8.0224103928,12.358395576,7.0002646446,0.0546582118,7.7736363411,18642.183594,286.9239502,488039.4375,225.7545929,225.7545929,3
,1.6520644426,18790.337891,1823.1081543,4259.0961914,325.67346191,12020.754883,82.539115906,190.16241455,1.7073872089,4.8228497505,0.0437722281,8.602230072,13.381308556,8.2151212692,0.0556305498,8.0539312363,18700.849609,286.61221313,598301.125,230.74609375,230.74609375,3
,1.7473549843,18860.847656,1830.2510986,4268.9594727,325.47164917,12012.700195,81.889923096,190.27598572,1.7219804525,5.7379336357,0.1014667377,8.4798555374,14.116322517,10.496517181,0.1874714643,8.3369445801,18762.929688,286.30407715,658673.4375,235.97320557,235.97320557,3
,,,,,,,,,,,,,,,,,,,,,,3
0.0,1.5240926743,16593.595703,1228.7198486,3184.9418945,1602.3905029,9124.4726563,92.325210571,198.37637329,1.7243057489,2.674238205,0.2923535109,9.5374908447,11.919376373,4.1476173401,0.4477620125,4.6748681068,16603.792969,282.95880127,32952018.0,86.031921387,86.031921387,4
0.0,1.5566120148,16512.324219,1229.161377,3190.4853516,1605.0219727,9120.9208984,92.808906555,198.35723877,1.7114522457,2.7649636269,0.2724539638,9.698431015,12.190940857,4.3496923447,0.4242556691,4.6766180992,16519.533203,283.50665283,34576020.0,85.774765015,85.774765015,4
0.0,1.6023579836,16452.527344,1229.2255859,3196.0429688,1607.6755371,9117.3701172,93.283981323,198.33703613,1.6988019943,2.8560438156,0.2654624283,9.9667367935,12.557318687,4.5896830559,0.4261547923,4.6784324646,16456.683594,284.02380371,35398200.0,85.515914917,85.515914917,4
0.0,1.6160817146,16387.472656,1227.6505127,3201.6794434,1610.4405518,9113.8349609,93.589813232,198.3109436,1.6867418289,2.8932471275,0.3480989337,10.044225693,12.589374542,4.7045755386,0.5680188537,4.6794366837,16386.367188,284.43231201,35748588.0,85.257476807,85.257476807,4
0.0,1.6207168102,16325.449219,1226.0568848,3207.3198242,1613.2058105,9110.296875,93.785217285,198.28495789,1.6751692295,2.9715418816,0.415181458,10.00740242,12.563764572,4.8669557571,0.6819089055,4.6805915833,16319.699219,284.83901978,36045188.0,84.999343872,84.999343872,4
0.0,1.5606572628,16280.080078,1223.9772949,3213.0075684,1616.0330811,9106.8183594,93.888824463,198.2673645,1.6638628244,3.3659989834,0.3392867744,9.1324462891,12.159158707,5.3085174561,0.5517644882,4.666891098,16271.962891,285.12615967,36218276.0,84.784492493,84.784492493,4
0.0,1.471496582,16258.460938,1221.8151855,3218.855957,1618.7348633,9103.5244141,93.770439148,198.25497437,1.653409481,3.8813288212,0.2061241716,7.9017648697,11.576971054,5.8311977386,0.3241159022,4.6472682953,16248.439453,285.35778809,36297552.0,84.756568909,84.756568909,4
0.0,1.4023512602,16222.866211,1219.6525879,3224.7167969,1621.4606934,9100.234375,93.653884888,198.24639893,1.6430262327,4.3789730072,0.102419287,6.850795269,11.127349854,6.384519577,0.145055294,4.6275415421,16210.494141,285.56085205,36486772.0,84.728637695,84.728637695,4
