P32_ALL,DIFFRACTION_ALL,INVERSION_AI,FAULTS,VREZY,TOLSCHI,FUNDAMENT,PROVODKA,DH_B_R0,DIFFRACTION_ALL_SM,MAX_DIFFRACTION,MIN_DIFFRACTION,STACK_MINUS_MAX_DIFFRACTION,STACK_MINUS_MIN_DIFFRACTION,STACK_MULT_MAX_DIFFRACTION,STACK_MULT_MIN_DIFFRACTION,PERV,INVERSION_AI_COLL,THICKNESS_R0_R4,RMS_AMPLITUDE,FAULTS_PROBABILITY,FAULTS_AND_FAULTS_PROBABILITY,WELL
1.4790762663,1.8402247429,17310.150391,683.97467041,2627.0026855,3862.7683105,10995.711914,66.219650269,198.46318054,1.8134311438,3.2518026829,0.5329433084,11.341281891,14.06014061,5.9481468201,0.9705583453,6.4175167084,17249.625,170.52120972,6434043.0,662.27728271,655.45056152,33
1.8767130375,2.0512535572,17315.548828,681.61132813,2621.9338379,3861.578125,11004.841797,66.848945618,198.15106201,1.8098953962,3.7065320015,0.3991887867,12.593657494,15.901000977,7.7444601059,0.80047822,6.3770093918,17251.128906,171.05479431,6554347.5,661.37811279,653.83770752,33
2.4191477299,2.2270374298,17325.908203,679.30541992,2616.9069824,3860.4211426,11013.953125,67.484054565,197.84487915,1.8061459064,4.1399941444,0.2737435997,13.529117584,17.395368576,9.2920885086,0.6109311581,6.3376502991,17257.173828,171.55952454,6690864.0,660.4262085,652.91357422,33
3.0081949234,2.2998638153,17337.152344,677.13354492,2611.8986816,3859.199707,11023.0625,68.097923279,197.56019592,1.801741004,4.5243577957,0.2017481029,13.620630264,17.943241119,10.278535843,0.478451401,6.3290634155,17264.367188,172.04208374,6869442.5,659.45404053,652.4052124,33
3.4441788197,2.2364552021,17335.091797,675.21209717,2606.9294434,3857.8791504,11032.162109,68.509933472,197.31846619,1.7963073254,4.9081196785,0.2200902253,12.559341431,17.247371674,10.695859909,0.4879081249,6.368159771,17260.90625,172.51678467,7037410.5,658.44537354,651.96606445,33
3.5669343472,2.1904811859,17332.441406,673.30963135,2601.9528809,3856.5441895,11041.258789,68.886817932,197.10803223,1.79053545,5.3602056503,0.2665241361,11.611763,16.705444336,11.356916428,0.5686741471,6.4105677605,17257.757813,172.97790527,7190565.5,657.45336914,650.50665283,33
3.3809397221,1.9206886292,17332.984375,671.65557861,2597.0400391,3854.9865723,11050.365234,69.210136414,196.92247009,1.7840536833,5.0338120461,0.2948305607,9.9802064896,14.71918869,9.7849140167,0.5537204742,6.4786548615,17258.550781,173.50114441,7332727.0,656.6685791,648.15600586,33
3.0000863075,1.5665878057,17332.630859,670.12817383,2592.1569824,3853.3046875,11059.475586,69.514129639,196.74633789,1.7772314548,4.4126672745,0.2837230265,8.0873851776,12.216329575,7.2935738564,0.4432226121,6.5556054115,17258.642578,174.02337646,7478811.0,656.00134277,646.5178833,33
2.5669252872,1.2570835352,17332.056641,668.63208008,2587.2768555,3851.588623,11068.583984,69.832077026,196.57614136,1.7703152895,3.899933815,0.2491980046,6.4352478981,10.08598423,5.1233596802,0.3102446496,6.6321220398,17258.294922,174.52615356,7639024.0,655.37475586,645.73242188,33
2.1882500648,1.2347307205,17337.677734,667.49963379,2582.4597168,3849.5678711,11077.683594,70.133644104,196.42652893,1.764138937,3.7310674191,0.1915233582,6.4138064384,9.9533500671,4.8268728256,0.2364544123,6.7132959366,17262.388672,175.15594482,7841475.5,655.05187988,645.20471191,33
2.0149736404,1.2071926594,17342.744141,666.39556885,2577.6418457,3847.541748,11086.78125,70.416725159,196.28900146,1.757797718,3.6186699867,0.1224588305,6.2287759781,9.72498703,4.5209703445,0.1480287313,6.7939500809,17265.845703,175.77009583,8032340.5,654.76953125,645.4564209,33
2.0898368359,1.239788413,17346.027344,665.44299316,2572.8708496,3845.3369141,11095.871094,70.653427124,196.17860413,1.7523601055,3.6957418919,0.0561495535,6.2302899361,9.8698816299,4.608112812,0.0680004507,6.8732323647,17267.486328,176.38684082,8190214.0,654.60742188,646.21679688,33
2.1408948898,1.3846917152,17345.130859,664.73565674,2568.1533203,3842.7321777,11104.96582,70.821762085,196.12823486,1.7489039898,3.9268255234,0.0378071815,6.86095047,10.749968529,5.3216524124,0.0523040779,6.9406108856,17265.222656,177.00358582,8282899.5,654.69781494,645.5725708,33
2.2279112339,,,,,,,,,,,,,,,,,,,,,,33
2.3186531067,2.0611777306,15214.444336,46.481628418,3033.4589844,1837.2681885,4798.1640625,9.8440761566,184.16674805,1.7697975636,3.914304018,0.3636523187,12.570515633,16.121166229,8.0642194748,0.7619643807,1.0694386959,15315.713867,98.645233154,385282.8125,42.926582336,42.133747101,34
2.3462834358,2.0409078598,15353.513672,52.358501434,3032.9765625,1830.1003418,4792.7392578,10.302692413,184.06239319,1.7789024115,4.0072331429,0.2356980592,12.311023712,16.082559586,8.1733036041,0.4988437891,1.0644572973,15418.449219,99.086540222,230908.14063,47.570346832,47.277679443,34
2.3454501629,2.0391633511,15440.421875,58.147796631,3032.1159668,1822.9398193,4787.2993164,10.529378891,183.9765625,1.7869441509,4.0674309731,0.2063144892,12.23033905,16.09145546,8.2888021469,0.4365067184,1.0573651791,15481.753906,99.488334656,136897.46875,52.48740387,52.483421326,34
2.3108890057,2.0692536831,15487.348633,63.82988739,3030.8237305,1815.7908936,4781.8393555,10.553888321,183.91368103,1.7939651012,4.0598211288,0.3562898338,12.469874382,16.173406601,8.3918952942,0.7498373389,1.0468974113,15515.5,99.828453064,81761.71875,57.762527466,57.753986359,34
2.1378550529,2.10648036,15516.388672,69.508644104,3029.5847168,1808.618042,4776.3476563,10.501680374,183.85507202,1.8007889986,4.0551934242,0.541194737,12.763551712,16.277551651,8.5303325653,1.1407504082,1.0367004871,15536.02832,100.17191315,44657.082031,63.013484955,63.006313324,34
1.8291445971,2.0762419701,15543.664063,74.516067505,3027.6618652,1801.4720459,4770.8549805,10.423014641,183.84584045,1.8064841032,3.9864692688,0.562456727,12.592910767,16.016923904,8.2700653076,1.1682716608,1.0247293711,15555.712891,100.3457489,20543.138672,67.875953674,67.875747681,34
1.428481102,2.0265860558,15571.599609,79.464302063,3025.6533203,1794.3433838,4765.3681641,10.357034683,183.84750366,1.8124047518,3.9070866108,0.5574707985,12.280958176,15.63057518,7.9124302864,1.1350846291,1.0123468637,15576.292969,100.49345398,5582.6132813,72.721534729,72.721534729,34
0.9854160547,1.9089289904,15600.501953,84.265335083,3023.1088867,1787.2681885,4759.9282227,10.309332848,183.86314392,1.8180598021,3.7172958851,0.4850816727,11.535552025,14.767766953,7.1480717659,0.9629004598,0.9990000129,15598.033203,100.65103149,42.040168762,77.597442627,77.597442627,34
0.5955618024,1.701561451,15627.354492,88.843467712,3019.8562012,1780.2684326,4754.5541992,10.279208183,183.89778137,1.8232952356,3.366240263,0.3204619586,10.232657433,13.278435707,5.8320279121,0.5985221267,0.9841631651,15618.197266,100.82280731,3320.9550781,82.50920105,82.50920105,34
0.3527455926,1.492104888,15659.832031,93.498756409,3016.567627,1773.3276367,4749.2456055,10.279950142,183.93293762,1.8288435936,3.0023536682,0.1668416411,8.9241447449,11.759656906,4.4967041016,0.2507276535,0.9693130851,15643.962891,100.9861908,16663.722656,87.483100891,87.483100891,34
0.2932546437,1.3420158625,15687.083008,98.423561096,3012.7126465,1766.4682617,4744.0244141,10.264753342,184.02278137,1.8339908123,2.7991783619,0.1856304258,7.9270853996,10.540634155,3.791380167,0.2446346581,0.94838202,15673.910156,100.9766922,46145.910156,91.104095459,91.104095459,34
0.3926919997,1.2032290697,15706.52832,103.40888977,3008.7392578,1759.6621094,4738.859375,10.234759331,184.12001038,1.8393038511,2.6118748188,0.2017240673,7.0033464432,9.4134969711,3.1709225178,0.2489505112,0.9267032146,15695.921875,100.93743896,85589.992188,94.683563232,94.683563232,34
0.6103836298,1.1163973808,15704.105469,108.47560883,3004.2854004,1752.9212646,4733.7475586,10.152657509,184.23872375,1.8446844816,2.5884106159,0.1767887026,6.3318338394,8.7434549332,2.8892421722,0.209325254,0.9059145451,15696.668945,100.88019562,120446.59375,98.369560242,98.369560242,34
0.9036076069,1.1098539829,15674.256836,113.64640808,2999.1333008,1746.2402344,4728.6757813,10.02590847,184.39103699,1.8500422239,2.8534827232,0.1193769723,6.0171365738,8.751241684,3.162443161,0.1389321238,0.8866326809,15671.819336,100.78688812,139357.71875,102.08195496,102.08195496,34
1.196136117,1.1083493233,15640.00293,118.77996063,2994.0375977,1739.5296631,4723.5693359,9.8827133179,184.54621887,1.8553600311,3.1475946903,0.0728577003,5.7150716782,8.789809227,3.479493618,0.0812123492,0.8675284386,15642.78125,100.69246674,155354.96875,105.7335968,105.7335968,34
1.4117010832,1.1127012968,15594.748047,123.86888123,2988.8518066,1732.7880859,4718.4267578,9.6874723434,184.76348877,1.8605376482,3.151622057,0.1034283787,5.7415280342,8.7897224426,3.4976089001,0.1144782454,0.8462696671,15604.462891,100.45384216,164841.67188,110.79759216,110.79759216,34
1.5405603647,1.1190178394,15546.174805,128.92514038,2983.6584473,1726.0233154,4713.2573242,9.4824304581,184.99055481,1.8656759262,3.0597121716,0.1405796111,5.8796434402,8.7987766266,3.4161100388,0.155699119,0.8247843981,15563.457031,100.17962646,171581.92188,116.01206207,116.01206207,34
1.6070597172,1.1193329096,15494.960938,133.96365356,2978.2578125,1719.2583008,4708.0908203,9.2733688354,185.23669434,1.8708170652,2.9298136234,0.1545110345,6.0082464218,8.7835493088,3.2749941349,0.1707317084,0.8014162779,15519.950195,99.897689819,175760.21875,121.28613281,121.28613281,34
1.625413537,1.1037986279,15439.560547,138.97558594,2972.4829102,1712.4938965,4702.9331055,9.0668878555,185.52127075,1.8759399652,2.8034775257,0.1337407529,6.007683754,8.6774206161,3.0933308601,0.1465081573,0.7738797069,15472.103516,99.603599548,176426.45313,126.77492523,126.77492523,34
1.6398383379,1.0859402418,15385.55957,143.94674683,2966.746582,1705.6966553,4697.7373047,8.8828849792,185.80908203,1.8810603619,2.6767401695,0.1146583259,5.9925909042,8.5546722412,2.9061634541,0.1240391582,0.7465774417,15425.814453,99.308837891,177376.1875,132.23803711,132.23803711,34
1.7297332287,1.2078552246,15339.972656,148.88017273,2961.0231934,1698.87146,4692.5161133,8.6984853745,186.14924622,1.886122942,3.2342011929,0.1003837883,6.4080672264,9.5418844223,4.0554189682,0.1190083027,0.7220042348,15392.958984,98.831268311,183033.60938,137.36851501,137.36851501,34
1.8935539722,1.3583478928,15292.123047,153.80284119,2955.3037109,1692.0383301,4687.2880859,8.5106372833,186.5025177,1.8912451267,3.9340114594,0.0894448683,6.9103031158,10.754869461,5.4718060493,0.1200751886,0.698205173,15357.624023,98.294654846,185388.76563,142.44549561,142.44549561,34
2.1293578148,1.532625556,15240.338867,158.73493958,2949.5339355,1685.2156982,4682.0893555,8.305103302,186.86546326,1.8963054419,4.6204342842,0.0938044637,7.6080517769,12.134681702,7.1692485809,0.1487535089,0.6745966673,15319.357422,97.740715027,184155.34375,147.3538208,147.3538208,34
2.4080173969,1.7559876442,15190.833984,163.66827393,2943.677002,1678.3986816,4676.9311523,8.0893373489,187.24403381,1.9011131525,5.2708120346,0.1271666437,8.7106876373,13.854332924,9.4504785538,0.2336729467,0.6511726379,15287.483398,97.164604187,187423.35938,151.85842896,151.85842896,34
2.5628223419,1.9748061895,15136.542969,168.58898926,2937.8293457,1671.5710449,4671.7617188,7.8785495758,187.62255859,1.9059861898,5.9194917679,0.1636502743,9.7744293213,15.530270576,11.686218262,0.3238082826,0.6278672814,15246.944336,96.59059906,187482.45313,156.37255859,156.37255859,34
2.7086172104,,,,,,,,,,,,,,,,,,,,,,34
0.4353958964,2.3860752583,17568.730469,852.48352051,2958.0241699,3893.59375,9542.8701172,74.436882019,187.65341187,1.6943742037,4.2826814651,0.4613824487,14.801618576,18.622917175,10.259908676,1.1594763994,5.8802175522,17568.849609,170.93051147,274082.9375,303.00967407,303.00967407,35
0.4280405343,2.5285754204,17585.738281,846.35845947,2967.9289551,3883.6154785,9547.9667969,75.193710327,187.82398987,1.6996055841,4.5680017471,0.8711923361,15.66238308,19.359191895,11.640896797,2.3554606438,5.7424578667,17585.658203,170.74685669,46881.335938,293.97427368,293.97427368,35
0.424692601,2.6792709827,17604.445313,840.2520752,2977.8425293,3873.6413574,9553.0849609,75.951889038,187.98696899,1.704359293,4.8637957573,1.2444314957,16.580078125,20.19944191,13.078562737,3.4195585251,5.6085662842,17604.109375,170.57702637,6975.1489258,284.93536377,284.93536377,35
0.4259646535,2.5976119041,17618.654297,834.15704346,2987.7919922,3863.6787109,9558.2470703,76.580116272,188.11541748,1.7088792324,4.9806652069,1.1769970655,15.814005852,19.617673874,12.948854446,3.114626646,5.4549608231,17618.236328,170.45651245,105248.66406,276.10412598,276.10412598,35
0.4987747073,2.4417498112,17628.679688,828.03979492,2997.753418,3853.7072754,9563.4082031,77.039672852,188.22747803,1.7134135962,5.0561618805,1.0144344568,14.49430275,18.536029816,12.350426674,2.5333940983,5.2943067551,17628.210938,170.35235596,265082.75,267.27072144,267.27072144,35
0.703260839,2.3045639992,17636.113281,821.83538818,3007.7089844,3843.7299805,9568.4863281,77.387390137,188.32965088,1.7178623676,5.1485142708,0.8531993032,13.307940483,17.603254318,11.877533913,2.0168058872,5.1440753937,17635.597656,170.25108337,451199.84375,258.33294678,258.33294678,35
1.0216596127,2.2270390987,17637.970703,815.53240967,3017.6572266,3833.7539063,9573.484375,77.627662659,188.3946991,1.7215088606,5.1453595161,0.5519280434,12.695950508,17.289382935,11.496866226,1.2657234669,5.0449132919,17637.640625,170.15844727,611865.8125,249.4980011,249.4980011,35
1.4582798481,2.1804909706,17639.685547,809.17047119,3027.5922852,3823.7702637,9578.4208984,77.799331665,188.45603943,1.725007534,5.2343835831,0.3114988208,12.237308502,17.16019249,11.474850655,0.6782644391,4.9476366043,17639.533203,170.06486511,763205.9375,240.57373047,240.57373047,35
2.0063564777,2.2023658752,17638.945313,802.87554932,3037.5288086,3813.7770996,9583.4375,78.006515503,188.50212097,1.7271827459,5.3447995186,0.2017080635,12.295199394,17.438289642,11.83843708,0.4304791093,4.8699469566,17638.947266,169.98936462,945053.375,231.7381134,231.7381134,35
2.5316874981,2.2806537151,17637.675781,796.66247559,3047.4702148,3803.7763672,9588.5517578,78.244812012,188.53443909,1.7279295921,5.4264497757,0.1942507625,12.825644493,18.057844162,12.43112278,0.4392266273,4.8089513779,17637.791016,169.9287262,1145200.125,223.01649475,223.01649475,35
2.8657939434,2.3774380684,17637.011719,790.51379395,3057.4125977,3793.7661133,9593.7392578,78.4870224,188.56512451,1.7281804085,5.5211119652,0.2143296748,13.491859436,18.798641205,13.156644821,0.5078888535,4.7481012344,17637.236328,169.87220764,1354382.5,214.30683899,214.30683899,35
2.9647419453,2.3551931381,17634.652344,784.3269043,3067.3742676,3783.7773438,9598.9033203,78.642730713,188.56269836,1.7263066769,5.4673495293,0.1932269186,13.368005753,18.642127991,12.888433456,0.4559758604,4.6807579994,17634.771484,169.84553528,1567473.125,205.68522644,205.68522644,35
2.8180429935,2.3148584366,17633.908203,778.19244385,3077.3659668,3773.8041992,9604.1318359,78.65789032,188.55198669,1.7237268686,5.2867879868,0.1721082926,13.229188919,18.343866348,12.255714417,0.3957287073,4.6353936195,17633.978516,169.84237671,1725197.875,197.11039734,197.11039734,35
2.414232254,2.3549005985,17637.609375,772.12158203,3087.3562012,3763.8186035,9609.4335938,78.547904968,188.54013062,1.7205086946,5.1840381622,0.139136076,13.650911331,18.695812225,12.220424652,0.3247570992,4.6016936302,17637.359375,169.84301758,1837295.5,188.65040588,188.65040588,35
1.8938516378,2.479206562,17646.921875,766.08953857,3097.3391113,3753.8225098,9614.78125,78.337890625,188.52539063,1.7161488533,5.1171360016,0.1610137373,14.702542305,19.658664703,12.693663597,0.4099620879,4.5850987434,17645.916016,169.84793091,1922181.125,180.3800354,180.3800354,35
1.5063591003,2.5966217518,17655.785156,760.08758545,3107.3178711,3743.8195801,9620.1650391,78.051681519,188.51016235,1.7116397619,5.0826749802,0.2339302152,15.668832779,20.517576218,13.218961716,0.6274716258,4.5725846291,17654.058594,169.84721375,1971952.75,172.06259155,172.06259155,35
1.3902785778,2.5990550518,17657.388672,754.1060791,3117.295166,3733.8156738,9625.5742188,77.770179749,188.48799133,1.7065163851,4.9702301025,0.5314443707,15.791176796,20.229963303,12.901002884,1.3931626081,4.5945959091,17654.328125,169.96821594,2038978.625,164.14988708,164.14988708,35
1.5365824699,2.528298378,17657.089844,748.13842773,3127.2749023,3723.8122559,9631.0019531,77.50177002,188.46299744,1.7010229826,4.8608469963,0.821064651,15.324213028,19.363994598,12.201272964,2.1004843712,4.6269073486,17652.472656,170.13545227,2120535.75,156.28413391,156.28413391,35
1.8853620291,2.4085342884,17657.888672,742.18200684,3137.2573242,3713.8093262,9636.4462891,77.273681641,188.4390564,1.6952564716,4.7908501625,0.934453249,14.427269936,18.283666611,11.392294884,2.3274414539,4.6590027809,17651.585938,170.32196045,2227245.75,148.48699951,148.48699951,35
2.319747448,2.2413423061,17661.097656,736.2401123,3147.2429199,3703.8081055,9641.9121094,77.102851868,188.4233551,1.6893310547,4.7391762733,0.5943484902,13.136878014,17.281705856,10.53281498,1.4280793667,4.6889462471,17652.798828,170.52874756,2361317.75,141.41685486,141.41685486,35
2.6515221596,2.077098608,17657.025391,730.315979,3157.2282715,3693.8056641,9647.3994141,76.968551636,188.40815735,1.6831446886,4.6945157051,0.2758445144,11.861027718,16.279699326,9.6765203476,0.6182839274,4.7203335762,17646.802734,170.73878479,2522181.25,134.22697449,134.22697449,35
2.7433309555,1.9618434906,17665.398438,724.4274292,3167.2150879,3683.8022461,9652.9345703,76.852027893,188.3946228,1.677059412,4.6514377594,0.153878808,10.978751183,15.476309776,9.0915136337,0.3009592891,4.7544798851,17653.119141,171.10697937,2659574.0,127.83563232,127.83563232,35
2.6174058914,1.887873292,17685.990234,718.57843018,3177.2116699,3673.8054199,9658.5214844,76.750473022,188.38378906,1.6710367203,4.449488163,0.1879980266,10.590919495,14.852409363,8.3937044144,0.3490335941,4.7870078087,17671.533203,171.58087158,2782625.5,122.00575256,122.00575256,35
2.3831031322,1.8297899961,17704.257813,712.8157959,3187.2114258,3663.8081055,9664.1972656,76.699951172,188.37619019,1.6648544073,4.2197570801,0.2282245606,10.3623209,14.353852272,7.7069792747,0.4139945805,4.8159842491,17687.785156,172.08070374,2933223.25,116.20913696,116.20913696,35
2.1226301193,1.7719551325,17703.439453,707.15716553,3197.2119141,3653.8125,9669.9912109,76.745140076,188.38699341,1.6589337587,4.0309214592,0.2064210325,10.104013443,13.928514481,7.1432995796,0.3648835719,4.8100738525,17685.679688,172.64671326,3098946.0,111.95943451,111.95943451,35
1.8924950361,1.7261743546,17700.117188,701.55474854,3207.2128906,3643.8188477,9675.8417969,76.827354431,188.39918518,1.6529393196,3.8633174896,0.1710828245,9.9203538895,13.612588882,6.6675906181,0.2954057157,4.8056988716,17681.271484,173.21615601,3296016.75,107.7321701,107.7321701,35
1.7488158941,1.6678856611,17698.388672,695.91546631,3217.2104492,3633.8212891,9681.6640625,76.920982361,188.4090271,1.6470483541,3.7439622879,0.2131559849,9.5904159546,13.121222496,6.2488851547,0.3440167308,4.8104901314,17678.841797,173.90341187,3482804.75,103.31368256,103.31368256,35
1.71515131,1.5932514668,17698.277344,690.23730469,3227.2060547,3623.8210449,9687.4580078,77.021858215,188.41558838,1.6413038969,3.6682691574,0.350599885,9.0852298737,12.402898788,5.8582544327,0.5417254567,4.8240008354,17678.302734,174.70384216,3657349.5,98.803749084,98.803749084,35
1.7784618139,1.5262694359,17699.492188,684.52038574,3237.2033691,3613.8212891,9693.2148438,77.075279236,188.42164612,1.6356889009,3.6079506874,0.495243907,8.6222295761,11.73493576,5.5192098618,0.7555887699,4.8402833939,17678.984375,175.52227783,3805681.25,94.356132507,94.356132507,35
1.9358080626,1.4176971912,17699.521484,678.74481201,3247.199707,3603.8222656,9698.9433594,77.107780457,188.43388367,1.630522728,3.5824911594,0.352955848,7.783141613,11.012677193,5.0976929665,0.5320969224,4.8497233391,17678.869141,176.41539001,3921867.25,88.625137329,88.625137329,35
2.2007563114,1.3108599186,17700.916016,672.93457031,3257.192627,3593.8195801,9704.640625,77.1014328,188.44743347,1.6254956722,3.5548429489,0.1940388232,6.9617958069,10.322600365,4.6795210838,0.2797358632,4.8608422279,17679.964844,177.30728149,4015294.75,82.766738892,82.766738892,35
2.5506179333,1.2666188478,17700.292969,667.08056641,3267.1809082,3583.8129883,9710.3115234,77.089080811,188.45495605,1.6208561659,3.5411715508,0.0976819098,6.6179175377,10.061407089,4.498064518,0.1273705363,4.8732557297,17679.330078,178.2286377,4101058.0,77.167144775,77.167144775,35
2.9168663025,1.2956361771,17696.611328,661.18206787,3277.161377,3573.7993164,9715.9677734,77.083366394,188.45140076,1.6168032885,3.5577728748,0.0893572196,6.8121433258,10.280558586,4.6121559143,0.1194716543,4.8868975639,17676.056641,179.19708252,4180616.25,71.930046082,71.930046082,35
3.2198431492,1.2922552824,17693.072266,655.315979,3287.137207,3563.7783203,9721.6542969,77.064666748,188.44824219,1.6128299236,3.576253891,0.0651530027,6.7449183464,10.256019592,4.6138596535,0.0846955106,4.9023046494,17672.8125,180.17250061,4257007.5,66.587081909,66.587081909,35
3.4020342827,1.3766543865,17686.367188,649.45898438,3297.1306152,3553.7749023,9727.4003906,77.056259155,188.43894958,1.609657526,3.7517194748,0.1164393499,7.2305717468,10.865852356,5.1748309135,0.1695603132,4.9543466568,17666.498047,181.18888855,4324693.0,63.178314209,63.178314209,35
3.4265663624,1.4584636688,17678.962891,643.63238525,3307.126709,3543.7734375,9733.1865234,77.051002502,188.42843628,1.6067088842,3.9330792427,0.1509982646,7.6931824684,11.475263596,5.734392643,0.2272051126,5.0131793022,17659.404297,182.21864319,4390226.0,60.051403046,60.051403046,35
3.2841777802,1.5158500671,17670.416016,637.80651855,3317.1279297,3533.777832,9739.0039063,77.067764282,188.41203308,1.6036908627,4.0319252014,0.1699724644,8.0565109253,11.918462753,6.086950779,0.2623404562,5.0730876923,17651.375,183.23742676,4445799.0,56.933929443,56.933929443,35
3.0433101654,1.5665552616,17660.302734,631.92687988,3327.1413574,3523.7976074,9744.8554688,77.132469177,188.37634277,1.6003639698,3.9152131081,0.2428722084,8.6112670898,12.283608437,6.1037297249,0.3931532204,5.1364550591,17642.359375,184.22155762,4472988.5,54.305599213,54.305599213,35
2.8083469868,1.6289234161,17650.216797,626.07159424,3337.1506348,3513.8115234,9750.7216797,77.205970764,188.34106445,1.5971058607,3.7202291489,0.3413309753,9.3319330215,12.710831642,6.0322203636,0.5687608123,5.1997551918,17633.324219,185.20254517,4508001.0,51.764549255,51.764549255,35
2.6229493618,1.7237656116,17639.0625,620.13024902,3347.1513672,3503.8156738,9756.609375,77.301063538,188.28608704,1.5931223631,3.6298909187,0.3394070268,10.195867538,13.486351013,6.2526445389,0.5822030902,5.2644720078,17623.332031,186.18545532,4479887.5,47.537593842,47.537593842,35
2.5004763603,1.8338861465,17626.017578,614.18395996,3357.1467285,3493.8132324,9762.5361328,77.441917419,188.22349548,1.5888379812,3.6566991806,0.263119936,11.05681324,14.450392723,6.7207479477,0.4705324769,5.327955246,17611.605469,187.16659546,4454377.0,42.697177887,42.697177887,35
2.4720041752,1.9727258682,17608.345703,608.27893066,3367.1391602,3483.8088379,9768.5097656,77.649040222,188.15861511,1.5843794346,3.7255988121,0.2089023441,12.097294807,15.613990784,7.3666067123,0.4293630421,5.3865790367,17595.416016,188.12486267,4444491.5,37.913455963,37.913455963,35
2.5042836666,2.2491462231,17577.537109,602.34143066,3377.1367188,3473.8134766,9774.5175781,77.931808472,188.07803345,1.5789293051,3.7464702129,0.4099729359,14.266205788,17.602703094,8.4738168716,1.0284948349,5.4309000969,17566.234375,188.9987793,4370758.0,32.75194931,32.75194931,35
2.5134015083,2.5538930893,17543.679688,596.37249756,3387.1337891,3463.8156738,9780.4941406,78.216056824,187.99867249,1.5735142231,3.8036806583,0.6375344396,16.624658585,19.790805817,9.7666311264,1.7127587795,5.4738340378,17533.964844,189.86302185,4295003.5,27.569343567,27.569343567,35
2.480701685,2.8120942116,17523.21875,590.36804199,3397.1318359,3453.8193359,9786.4443359,78.49887085,187.90646362,1.5670833588,4.1860713959,0.9947006106,18.301382065,21.492752075,11.910092354,2.9082868099,5.4939961433,17514.814453,190.69151306,4168241.0,23.557933807,23.557933807,35
2.4377067089,3.0330872536,17511.949219,584.36828613,3407.1308594,3443.8237305,9792.4072266,78.756072998,187.80667114,1.5599771738,4.7660069466,1.443518877,19.494556427,22.817043304,14.608105659,4.4985971451,5.5005860329,17504.664063,191.50752258,4002163.0,20.390285492,20.390285492,35
2.3969604969,3.2127356529,17504.505859,578.39276123,3417.1342773,3433.8337402,9798.3974609,78.976493835,187.71047974,1.5527560711,5.303809166,1.8423612118,20.400165558,23.861614227,17.042251587,5.9207243919,5.5048494339,17498.238281,192.30813599,3811981.75,17.931995392,17.931995392,35
2.368948698,3.1383299828,17511.679688,572.42565918,3427.1430664,3423.8483887,9804.4160156,79.145271301,187.61541748,1.5435643196,5.2460017204,1.8823975325,19.864868164,23.228471756,16.477539063,5.9031596184,5.5057034492,17506.169922,192.94856262,3568971.25,17.732059479,17.732059479,35
2.3679115772,3.0645799637,17523.023438,566.43035889,3437.1472168,3413.8571777,9810.4072266,79.238227844,187.52140808,1.5344398022,5.108932972,1.9498561621,19.414955139,22.574029922,15.679899216,5.9740319252,5.5042061806,17518.214844,193.57974243,3288305.5,17.560207367,17.560207367,35
2.3825495243,2.9013402462,17542.300781,560.40869141,3447.1477051,3403.862793,9816.3769531,79.259521484,187.42999268,1.5243662596,4.6568517685,1.87482059,18.56219101,21.344221115,13.678030968,5.498477459,5.4953074455,17538.144531,194.1542511,2966665.75,17.180362701,17.180362701,35
2.3728010654,2.6561892033,17565.802734,554.40789795,3457.1489258,3393.8696289,9822.3759766,79.291244507,187.34146118,1.5132369995,4.0536060333,1.645055294,17.202352524,19.610904694,10.980721474,4.4528770447,5.4802927971,17562.394531,194.69255066,2657184.25,16.602085114,16.602085114,35
2.2965419292,2.4160323143,17589.460938,548.44494629,3467.151123,3383.8774414,9828.4150391,79.363143921,187.2545166,1.5019600391,3.5592193604,1.4185187817,15.772948265,17.913650513,8.6163988113,3.4373693466,5.4639582634,17586.941406,195.2323761,2383610.75,16.042924881,16.042924881,35
2.1490414143,2.1843392849,17617.9375,542.4956665,3477.1501465,3373.8823242,9834.4804688,79.462516785,187.18147278,1.4892719984,3.4849443436,0.9671750069,13.991480827,16.509250641,7.6440134048,2.2783844471,5.4589104652,17616.066406,195.64683533,2143636.25,14.633888245,14.633888245,35
1.9750744104,1.9652143717,17646.322266,536.52587891,3487.1506348,3363.8874512,9840.5283203,79.588058472,187.11013794,1.476406455,3.3836398125,0.5303411484,12.33718586,15.190485001,6.6732997894,1.1671119928,5.4531707764,17645.166016,196.05046082,1930604.375,13.367585182,13.367585182,35
1.819316864,1.7794721127,17673.882813,530.53582764,3497.1516113,3353.8928223,9846.5605469,79.741035461,187.04502869,1.4634563923,3.2313592434,0.3028784394,11.002374649,13.930855751,5.7649240494,0.5479254723,5.4463305473,17673.335938,196.43624878,1756670.625,12.395785332,12.395785332,35
1.7047507763,1.6184300184,17700.470703,524.52441406,3507.1499023,3343.8950195,9852.5800781,79.923530579,186.98893738,1.4504220486,3.035844326,0.3331059515,9.9108829498,12.613621712,4.9586439133,0.5420212746,5.4382767677,17700.330078,196.80282593,1621528.375,11.77986145,11.77986145,35
